metric  	dataset      	model   	index	config                                                            	ms	ts	ds	mean	lb	ub	ss	rank
f1.micro	whoqol-ml-11 	DT      	 3424	(3, 8, 'measures', 'r-invariant', 'cover', 'lstsq', 'single')     	   93.5	 1057.0	  963.5	0.705000	0.684000	0.726000	 50	5.0
f1.micro	whoqol-ml-22 	DT      	 3450	(3, 8, 'measures', 'tree', 'miss', 'lstsqsym', 'single')          	  214.2	 2113.0	 1898.8	0.651000	0.634000	0.668000	 50	7.0
f1.micro	ampiab       	DT      	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	  183.0	  180.0	   -3.0	0.699000	0.688000	0.711000	 50	3.0
f1.micro	ampiab-ml-11 	DT      	 1494	(2, 3, 'rho', 's-invariant', 'cover', 'ridge', 'single')          	  174.9	  342.0	  167.1	0.439000	0.420000	0.457000	 50	8.0
f1.micro	ampiab-ml-22 	DT      	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  679.4	 2332.0	 1652.6	0.889000	0.885000	0.893000	 50	3.0
f1.micro	elsio1       	DT      	 2995	(3, 5, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  450.0	  450.0	    0.0	0.708000	0.697000	0.718000	 50	8.0
f1.micro	elsio1-ml-11 	DT      	 3267	(3, 7, 'measures', 's-invariant', 'cover', 'lstsqsym', 'multiple')	  342.9	 1166.0	  823.1	0.908000	0.902000	0.914000	 50	3.0
f1.micro	elsio1-ml-22 	DT      	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  989.8	 1782.0	  792.2	0.893000	0.890000	0.896000	 50	2.0
f1.micro	whoqol       	RF      	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   18.1	   18.0	   -0.1	0.882000	0.862000	0.902000	 50	4.5
f1.micro	whoqol-ml-11 	RF      	 3424	(3, 8, 'measures', 'r-invariant', 'cover', 'lstsq', 'single')     	  711.9	 1057.0	  345.1	0.739000	0.713000	0.769000	 50	2.0
f1.micro	whoqol-ml-22 	RF      	 3450	(3, 8, 'measures', 'tree', 'miss', 'lstsqsym', 'single')          	 2106.7	 2113.0	    6.3	0.720000	0.707000	0.733000	 50	3.0
f1.micro	ampiab       	RF      	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	  180.4	  180.0	   -0.4	0.698000	0.682000	0.714000	 50	4.0
f1.micro	ampiab-ml-11 	RF      	 1494	(2, 3, 'rho', 's-invariant', 'cover', 'ridge', 'single')          	  341.1	  342.0	    0.9	0.616000	0.606000	0.627000	 50	4.0
f1.micro	ampiab-ml-22 	RF      	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 2338.9	 2332.0	   -6.9	0.829000	0.819000	0.839000	 50	4.0
f1.micro	elsio1       	RF      	 2995	(3, 5, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  449.3	  450.0	    0.7	0.787000	0.781000	0.792000	 50	5.0
f1.micro	elsio1-ml-11 	RF      	 3267	(3, 7, 'measures', 's-invariant', 'cover', 'lstsqsym', 'multiple')	 1162.4	 1166.0	    3.6	0.718000	0.643000	0.802000	 50	6.0
f1.micro	elsio1-ml-22 	RF      	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1766.3	 1782.0	   15.7	0.841000	0.836000	0.846000	 50	5.0
f1.micro	whoqol       	BRDT    	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   18.2	   18.0	   -0.2	0.865000	0.844000	0.888000	 50	6.0
f1.micro	whoqol-ml-11 	BRDT    	 3424	(3, 8, 'measures', 'r-invariant', 'cover', 'lstsq', 'single')     	  194.0	 1057.0	  863.0	0.711000	0.695000	0.727000	 50	4.0
f1.micro	whoqol-ml-22 	BRDT    	 3450	(3, 8, 'measures', 'tree', 'miss', 'lstsqsym', 'single')          	  752.2	 2113.0	 1360.8	0.688000	0.678000	0.699000	 50	5.0
f1.micro	ampiab       	BRDT    	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	  180.6	  180.0	   -0.6	0.704000	0.691000	0.719000	 50	2.0
f1.micro	ampiab-ml-11 	BRDT    	 1494	(2, 3, 'rho', 's-invariant', 'cover', 'ridge', 'single')          	  341.4	  342.0	    0.6	0.498000	0.484000	0.514000	 50	6.0
f1.micro	ampiab-ml-22 	BRDT    	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 2272.4	 2332.0	   59.6	0.906000	0.902000	0.910000	 50	1.0
f1.micro	elsio1       	BRDT    	 2995	(3, 5, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  451.1	  450.0	   -1.1	0.731000	0.714000	0.749000	 50	7.0
f1.micro	elsio1-ml-11 	BRDT    	 3267	(3, 7, 'measures', 's-invariant', 'cover', 'lstsqsym', 'multiple')	  605.5	 1166.0	  560.5	0.909000	0.904000	0.915000	 50	2.0
f1.micro	elsio1-ml-22 	BRDT    	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1761.1	 1782.0	   20.9	0.866000	0.858000	0.875000	 50	3.0
f1.micro	whoqol       	BRRF    	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   18.0	   18.0	    0.0	0.839000	0.818000	0.861000	 50	7.0
f1.micro	whoqol-ml-11 	BRRF    	 3424	(3, 8, 'measures', 'r-invariant', 'cover', 'lstsq', 'single')     	 1056.9	 1057.0	    0.1	0.692000	0.671000	0.714000	 50	6.0
f1.micro	whoqol-ml-22 	BRRF    	 3450	(3, 8, 'measures', 'tree', 'miss', 'lstsqsym', 'single')          	 2123.8	 2113.0	  -10.8	0.707000	0.696000	0.719000	 50	4.0
f1.micro	ampiab       	BRRF    	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	  179.9	  180.0	    0.1	0.641000	0.627000	0.655000	 50	7.0
f1.micro	ampiab-ml-11 	BRRF    	 1494	(2, 3, 'rho', 's-invariant', 'cover', 'ridge', 'single')          	  339.1	  342.0	    2.9	0.652000	0.645000	0.659000	 50	3.0
f1.micro	ampiab-ml-22 	BRRF    	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 2343.4	 2332.0	  -11.4	0.737000	0.720000	0.755000	 50	7.0
f1.micro	elsio1       	BRRF    	 2995	(3, 5, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  450.9	  450.0	   -0.9	0.788000	0.783000	0.792000	 50	4.0
f1.micro	elsio1-ml-11 	BRRF    	 3267	(3, 7, 'measures', 's-invariant', 'cover', 'lstsqsym', 'multiple')	 1165.2	 1166.0	    0.8	0.769000	0.757000	0.781000	 50	5.0
f1.micro	elsio1-ml-22 	BRRF    	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1758.6	 1782.0	   23.4	0.758000	0.742000	0.782000	 50	6.0
f1.micro	whoqol       	Random  	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	    1.0	   18.0	   17.0	0.499000	0.475000	0.523000	 50	9.0
f1.micro	whoqol-ml-11 	Random  	 3424	(3, 8, 'measures', 'r-invariant', 'cover', 'lstsq', 'single')     	    1.0	 1057.0	 1056.0	0.167000	0.159000	0.175000	 50	9.0
f1.micro	whoqol-ml-22 	Random  	 3450	(3, 8, 'measures', 'tree', 'miss', 'lstsqsym', 'single')          	    1.0	 2113.0	 2112.0	0.343000	0.337000	0.348000	 50	9.0
f1.micro	ampiab       	Random  	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	    1.0	  180.0	  179.0	0.315000	0.302000	0.327000	 50	9.0
f1.micro	ampiab-ml-11 	Random  	 1494	(2, 3, 'rho', 's-invariant', 'cover', 'ridge', 'single')          	    1.0	  342.0	  341.0	0.166000	0.159000	0.174000	 50	9.0
f1.micro	ampiab-ml-22 	Random  	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	    1.0	 2332.0	 2331.0	0.007000	0.005000	0.009000	 50	9.0
f1.micro	elsio1       	Random  	 2995	(3, 5, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	    1.0	  450.0	  449.0	0.171000	0.162000	0.179000	 50	9.0
f1.micro	elsio1-ml-11 	Random  	 3267	(3, 7, 'measures', 's-invariant', 'cover', 'lstsqsym', 'multiple')	    1.0	 1166.0	 1165.0	0.002000	0.001000	0.004000	 50	9.0
f1.micro	elsio1-ml-22 	Random  	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	    1.0	 1782.0	 1781.0	0.003000	0.002000	0.004000	 50	9.0
f1.macro	whoqol       	Polygrid	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   18.0	   18.0	    0.0	1.000000	1.000000	1.000000	 50	1.0
f1.macro	whoqol-ml-11 	Polygrid	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	 1067.0	 1067.0	    0.0	0.721000	0.705000	0.737000	 50	1.0
f1.macro	whoqol-ml-22 	Polygrid	 3402	(3, 8, 'rho', 'tree', 'miss', 'lstsqsym', 'single')               	 2113.0	 2113.0	    0.0	0.781000	0.770000	0.792000	 50	1.0
f1.macro	ampiab       	Polygrid	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	  180.0	  180.0	    0.0	0.702000	0.687000	0.717000	 50	1.0
f1.macro	ampiab-ml-11 	Polygrid	 1164	(2, 1, 'averages', 's-invariant', 'miss', 'lstsquni', 'single')   	  111.0	  111.0	    0.0	0.156000	0.141000	0.171000	 50	1.0
f1.macro	ampiab-ml-22 	Polygrid	 2993	(3, 5, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 1672.0	 1672.0	    0.0	0.822000	0.818000	0.825000	 50	4.5
f1.macro	elsio1       	Polygrid	 3283	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  630.0	  630.0	    0.0	0.218000	0.209000	0.227000	 50	2.0
f1.macro	elsio1-ml-11 	Polygrid	 3267	(3, 7, 'measures', 's-invariant', 'cover', 'lstsqsym', 'multiple')	 1166.0	 1166.0	    0.0	0.830000	0.819000	0.843000	 50	4.0
f1.macro	elsio1-ml-22 	Polygrid	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1782.0	 1782.0	    0.0	0.846000	0.842000	0.851000	 50	4.0
f1.macro	whoqol       	Linear  	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	    8.0	   18.0	   10.0	0.629000	0.605000	0.655000	 50	8.0
f1.macro	whoqol-ml-11 	Linear  	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	   44.0	 1067.0	 1023.0	0.227000	0.204000	0.249000	 50	8.0
f1.macro	whoqol-ml-22 	Linear  	 3402	(3, 8, 'rho', 'tree', 'miss', 'lstsqsym', 'single')               	   88.0	 2113.0	 2025.0	0.444000	0.427000	0.461000	 50	8.0
f1.macro	ampiab       	Linear  	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	   15.0	  180.0	  165.0	0.358000	0.351000	0.367000	 50	8.0
f1.macro	ampiab-ml-11 	Linear  	 1164	(2, 1, 'averages', 's-invariant', 'miss', 'lstsquni', 'single')   	   55.0	  111.0	   56.0	0.105000	0.098000	0.111000	 50	3.5
f1.macro	ampiab-ml-22 	Linear  	 2993	(3, 5, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  110.0	 1672.0	 1562.0	0.563000	0.559000	0.568000	 50	8.0
f1.macro	elsio1       	Linear  	 3283	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	   30.0	  630.0	  600.0	0.147000	0.147000	0.148000	 50	8.0
f1.macro	elsio1-ml-11 	Linear  	 3267	(3, 7, 'measures', 's-invariant', 'cover', 'lstsqsym', 'multiple')	   55.0	 1166.0	 1111.0	0.239000	0.232000	0.246000	 50	8.0
f1.macro	elsio1-ml-22 	Linear  	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  110.0	 1782.0	 1672.0	0.459000	0.453000	0.466000	 50	8.0
f1.macro	whoqol       	Ridge   	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   10.0	   18.0	    8.0	0.958000	0.946000	0.971000	 50	3.0
f1.macro	whoqol-ml-11 	Ridge   	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	   55.0	 1067.0	 1012.0	0.442000	0.425000	0.459000	 50	7.0
f1.macro	whoqol-ml-22 	Ridge   	 3402	(3, 8, 'rho', 'tree', 'miss', 'lstsqsym', 'single')               	  110.0	 2113.0	 2003.0	0.663000	0.649000	0.677000	 50	5.0
f1.macro	ampiab       	Ridge   	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	   18.0	  180.0	  162.0	0.496000	0.489000	0.502000	 50	6.0
f1.macro	ampiab-ml-11 	Ridge   	 1164	(2, 1, 'averages', 's-invariant', 'miss', 'lstsquni', 'single')   	   66.0	  111.0	   45.0	0.080000	0.076000	0.083000	 50	8.0
f1.macro	ampiab-ml-22 	Ridge   	 2993	(3, 5, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  132.0	 1672.0	 1540.0	0.756000	0.752000	0.760000	 50	6.0
f1.macro	elsio1       	Ridge   	 3283	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	   36.0	  630.0	  594.0	0.151000	0.147000	0.154000	 50	7.0
f1.macro	elsio1-ml-11 	Ridge   	 3267	(3, 7, 'measures', 's-invariant', 'cover', 'lstsqsym', 'multiple')	   66.0	 1166.0	 1100.0	0.434000	0.427000	0.441000	 50	7.0
f1.macro	elsio1-ml-22 	Ridge   	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  132.0	 1782.0	 1650.0	0.639000	0.634000	0.644000	 50	7.0
f1.macro	whoqol       	MLP     	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   18.0	   18.0	    0.0	0.981000	0.974000	0.989000	 50	2.0
f1.macro	whoqol-ml-11 	MLP     	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	 1056.1	 1067.0	   10.9	0.642000	0.623000	0.661000	 50	4.0
f1.macro	whoqol-ml-22 	MLP     	 3402	(3, 8, 'rho', 'tree', 'miss', 'lstsqsym', 'single')               	 2111.8	 2113.0	    1.2	0.732000	0.716000	0.747000	 50	2.0
f1.macro	ampiab       	MLP     	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	  180.1	  180.0	   -0.1	0.656000	0.644000	0.669000	 50	5.0
f1.macro	ampiab-ml-11 	MLP     	 1164	(2, 1, 'averages', 's-invariant', 'miss', 'lstsquni', 'single')   	  110.3	  111.0	    0.7	0.084000	0.077000	0.089000	 50	6.5
f1.macro	ampiab-ml-22 	MLP     	 2993	(3, 5, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 1649.9	 1672.0	   22.1	0.899000	0.895000	0.903000	 50	1.0
f1.macro	elsio1       	MLP     	 3283	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  630.0	  630.0	    0.0	0.197000	0.191000	0.203000	 50	4.0
f1.macro	elsio1-ml-11 	MLP     	 3267	(3, 7, 'measures', 's-invariant', 'cover', 'lstsqsym', 'multiple')	 1155.1	 1166.0	   10.9	0.913000	0.908000	0.919000	 50	1.0
f1.macro	elsio1-ml-22 	MLP     	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1760.2	 1782.0	   21.8	0.900000	0.897000	0.903000	 50	1.0
f1.macro	whoqol       	DT      	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   18.0	   18.0	   -0.0	0.876000	0.855000	0.899000	 50	4.5
f1.macro	whoqol-ml-11 	DT      	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	   92.9	 1067.0	  974.1	0.627000	0.605000	0.651000	 50	5.0
f1.macro	whoqol-ml-22 	DT      	 3402	(3, 8, 'rho', 'tree', 'miss', 'lstsqsym', 'single')               	  215.6	 2113.0	 1897.4	0.604000	0.586000	0.622000	 50	7.0
f1.macro	ampiab       	DT      	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	  183.0	  180.0	   -3.0	0.672000	0.655000	0.690000	 50	3.0
f1.macro	ampiab-ml-11 	DT      	 1164	(2, 1, 'averages', 's-invariant', 'miss', 'lstsquni', 'single')   	  110.8	  111.0	    0.2	0.103000	0.093000	0.112000	 50	5.0
f1.macro	ampiab-ml-22 	DT      	 2993	(3, 5, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	  679.7	 1672.0	  992.3	0.883000	0.880000	0.887000	 50	2.0
f1.macro	elsio1       	DT      	 3283	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  542.1	  630.0	   87.9	0.203000	0.196000	0.210000	 50	3.0
f1.macro	elsio1-ml-11 	DT      	 3267	(3, 7, 'measures', 's-invariant', 'cover', 'lstsqsym', 'multiple')	  342.9	 1166.0	  823.1	0.903000	0.897000	0.909000	 50	3.0
f1.macro	elsio1-ml-22 	DT      	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  989.8	 1782.0	  792.2	0.888000	0.884000	0.891000	 50	2.0
f1.macro	whoqol       	RF      	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   18.1	   18.0	   -0.1	0.876000	0.854000	0.899000	 50	4.5
f1.macro	whoqol-ml-11 	RF      	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	  712.8	 1067.0	  354.2	0.674000	0.654000	0.694000	 50	2.0
f1.macro	whoqol-ml-22 	RF      	 3402	(3, 8, 'rho', 'tree', 'miss', 'lstsqsym', 'single')               	 2099.9	 2113.0	   13.1	0.688000	0.670000	0.706000	 50	4.0
f1.macro	ampiab       	RF      	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	  180.4	  180.0	   -0.4	0.663000	0.640000	0.690000	 50	4.0
f1.macro	ampiab-ml-11 	RF      	 1164	(2, 1, 'averages', 's-invariant', 'miss', 'lstsquni', 'single')   	  110.0	  111.0	    1.0	0.084000	0.078000	0.089000	 50	6.5
f1.macro	ampiab-ml-22 	RF      	 2993	(3, 5, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 1663.7	 1672.0	    8.3	0.822000	0.815000	0.829000	 50	4.5
f1.macro	elsio1       	RF      	 3283	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  626.7	  630.0	    3.3	0.194000	0.185000	0.203000	 50	5.0
f1.macro	elsio1-ml-11 	RF      	 3267	(3, 7, 'measures', 's-invariant', 'cover', 'lstsqsym', 'multiple')	 1162.4	 1166.0	    3.6	0.691000	0.605000	0.787000	 50	6.0
f1.macro	elsio1-ml-22 	RF      	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1766.3	 1782.0	   15.7	0.842000	0.837000	0.848000	 50	5.0
f1.macro	whoqol       	BRDT    	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   18.2	   18.0	   -0.2	0.860000	0.837000	0.883000	 50	6.0
f1.macro	whoqol-ml-11 	BRDT    	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	  191.1	 1067.0	  875.9	0.648000	0.630000	0.667000	 50	3.0
f1.macro	whoqol-ml-22 	BRDT    	 3402	(3, 8, 'rho', 'tree', 'miss', 'lstsqsym', 'single')               	  752.4	 2113.0	 1360.6	0.650000	0.633000	0.667000	 50	6.0
f1.macro	ampiab       	BRDT    	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	  180.6	  180.0	   -0.6	0.678000	0.658000	0.699000	 50	2.0
f1.macro	ampiab-ml-11 	BRDT    	 1164	(2, 1, 'averages', 's-invariant', 'miss', 'lstsquni', 'single')   	  110.2	  111.0	    0.8	0.105000	0.098000	0.112000	 50	3.5
f1.macro	ampiab-ml-22 	BRDT    	 2993	(3, 5, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 1644.3	 1672.0	   27.7	0.858000	0.846000	0.869000	 50	3.0
f1.macro	elsio1       	BRDT    	 3283	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  635.9	  630.0	   -5.9	0.220000	0.210000	0.229000	 50	1.0
f1.macro	elsio1-ml-11 	BRDT    	 3267	(3, 7, 'measures', 's-invariant', 'cover', 'lstsqsym', 'multiple')	  605.5	 1166.0	  560.5	0.907000	0.901000	0.912000	 50	2.0
f1.macro	elsio1-ml-22 	BRDT    	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1761.1	 1782.0	   20.9	0.865000	0.857000	0.874000	 50	3.0
f1.macro	whoqol       	BRRF    	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   18.0	   18.0	    0.0	0.828000	0.804000	0.853000	 50	7.0
f1.macro	whoqol-ml-11 	BRRF    	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	 1055.1	 1067.0	   11.9	0.606000	0.583000	0.628000	 50	6.0
f1.macro	whoqol-ml-22 	BRRF    	 3402	(3, 8, 'rho', 'tree', 'miss', 'lstsqsym', 'single')               	 2121.9	 2113.0	   -8.9	0.689000	0.676000	0.702000	 50	3.0
f1.macro	ampiab       	BRRF    	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	  179.9	  180.0	    0.1	0.487000	0.469000	0.503000	 50	7.0
f1.macro	ampiab-ml-11 	BRRF    	 1164	(2, 1, 'averages', 's-invariant', 'miss', 'lstsquni', 'single')   	  109.4	  111.0	    1.6	0.078000	0.074000	0.080000	 50	9.0
f1.macro	ampiab-ml-22 	BRRF    	 2993	(3, 5, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 1666.7	 1672.0	    5.3	0.750000	0.739000	0.760000	 50	7.0
f1.macro	elsio1       	BRRF    	 3283	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	  628.9	  630.0	    1.1	0.157000	0.151000	0.162000	 50	6.0
f1.macro	elsio1-ml-11 	BRRF    	 3267	(3, 7, 'measures', 's-invariant', 'cover', 'lstsqsym', 'multiple')	 1165.2	 1166.0	    0.8	0.741000	0.726000	0.756000	 50	5.0
f1.macro	elsio1-ml-22 	BRRF    	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1758.6	 1782.0	   23.4	0.756000	0.738000	0.780000	 50	6.0
f1.macro	whoqol       	Random  	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	    1.0	   18.0	   17.0	0.486000	0.463000	0.509000	 50	9.0
f1.macro	whoqol-ml-11 	Random  	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	    1.0	 1067.0	 1066.0	0.013000	0.007000	0.019000	 50	9.0
f1.macro	whoqol-ml-22 	Random  	 3402	(3, 8, 'rho', 'tree', 'miss', 'lstsqsym', 'single')               	    1.0	 2113.0	 2112.0	0.339000	0.331000	0.346000	 50	9.0
f1.macro	ampiab       	Random  	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	    1.0	  180.0	  179.0	0.302000	0.289000	0.314000	 50	9.0
f1.macro	ampiab-ml-11 	Random  	 1164	(2, 1, 'averages', 's-invariant', 'miss', 'lstsquni', 'single')   	    1.0	  111.0	  110.0	0.125000	0.121000	0.130000	 50	2.0
f1.macro	ampiab-ml-22 	Random  	 2993	(3, 5, 'measures', 'r-invariant', 'cover', 'lstsq', 'multiple')   	    1.0	 1672.0	 1671.0	0.005000	0.004000	0.006000	 50	9.0
f1.macro	elsio1       	Random  	 3283	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	    1.0	  630.0	  629.0	0.094000	0.088000	0.101000	 50	9.0
f1.macro	elsio1-ml-11 	Random  	 3267	(3, 7, 'measures', 's-invariant', 'cover', 'lstsqsym', 'multiple')	    1.0	 1166.0	 1165.0	0.002000	0.000000	0.003000	 50	9.0
f1.macro	elsio1-ml-22 	Random  	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	    1.0	 1782.0	 1781.0	0.003000	0.002000	0.004000	 50	9.0
f1.weigh	whoqol       	Polygrid	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	   18.0	   18.0	    0.0	1.000000	1.000000	1.000000	 50	1.0
f1.weigh	whoqol-ml-11 	Polygrid	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	 1067.0	 1067.0	    0.0	0.799000	0.784000	0.814000	 50	1.0
f1.weigh	whoqol-ml-22 	Polygrid	 3450	(3, 8, 'measures', 'tree', 'miss', 'lstsqsym', 'single')          	 2113.0	 2113.0	    0.0	0.785000	0.776000	0.796000	 50	1.0
f1.weigh	ampiab       	Polygrid	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	  180.0	  180.0	    0.0	0.726000	0.714000	0.739000	 50	1.0
f1.weigh	ampiab-ml-11 	Polygrid	 2313	(3, 1, 'averages', 's-invariant', 'miss', 'lstsq', 'multiple')    	  176.0	  176.0	    0.0	0.574000	0.562000	0.587000	 50	1.0
f1.weigh	ampiab-ml-22 	Polygrid	 3185	(3, 7, 'averages', 'r-invariant', 'cover', 'lstsq', 'multiple')   	 2332.0	 2332.0	    0.0	0.823000	0.818000	0.828000	 50	5.0
f1.weigh	elsio1       	Polygrid	 3285	(3, 7, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	  630.0	  630.0	    0.0	0.743000	0.736000	0.751000	 50	1.0
f1.weigh	elsio1-ml-11 	Polygrid	 3429	(3, 8, 'measures', 'r-invariant', 'cover', 'lstsquni', 'multiple')	 1331.0	 1331.0	    0.0	0.836000	0.824000	0.847000	 50	4.0
f1.weigh	elsio1-ml-22 	Polygrid	 2275	(2, 8, 'measures', 'r-invariant', 'cover', 'lstsqsym', 'multiple')	 1782.0	 1782.0	    0.0	0.847000	0.843000	0.851000	 50	4.0
f1.weigh	whoqol       	Linear  	  166	(1, 2, 'averages', 'r-invariant', 'cover', 'ridge', 'single')     	    8.0	   18.0	   10.0	0.642000	0.619000	0.667000	 50	8.0
f1.weigh	whoqol-ml-11 	Linear  	 3349	(3, 8, 'averages', 'tree', 'cover', 'lstsquni', 'multiple')       	   44.0	 1067.0	 1023.0	0.260000	0.238000	0.283000	 50	8.0
f1.weigh	whoqol-ml-22 	Linear  	 3450	(3, 8, 'measures', 'tree', 'miss', 'lstsqsym', 'single')          	   88.0	 2113.0	 2025.0	0.482000	0.466000	0.500000	 50	8.0
f1.weigh	ampiab       	Linear  	 1952	(2, 6, 'rho', 'tree', 'cover', 'lstsq', 'single')                 	   15.0	  180.0	  165.0	0.446000	0.435000	0.458000	 50	8.0
f1.weigh	ampiab-ml-11 	Linear  	 2313	(3, 1, 'averages', 's-invariant', 'miss', 'lstsq', 'multiple')    	   55.0	  176.0	  121.0	0.529000	0.522000	0.536000	 50	2.0
