Replica	Script	Step	Status	Participant	Age	Sex	Education	Knowledge Area	Contact Me	Withdraw	Task Type	Section	Function	Sample Type	Oracle	Predicted	Response	Start	Finish	User Agent	Comments
os2	42	16	COMPLETED		18	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/82	2	2	2	1711384364509	1711384366939	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0 (Edition std-1)	O gráfico de radar apresentou muito menos desafio para analisar e entender as informações, por isso foi o de minha preferência. Isso se deu pela maior facilidade de julgar a questão das cores por meio do radar do que o de barras.
os2	42	17	COMPLETED		18	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/104	3	3	3	1711384367868	1711384369679	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0 (Edition std-1)	O gráfico de radar apresentou muito menos desafio para analisar e entender as informações, por isso foi o de minha preferência. Isso se deu pela maior facilidade de julgar a questão das cores por meio do radar do que o de barras.
os2	42	18	COMPLETED		18	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT03	Section 1 - Polygrid  diagram	set-ready	/os2/6/set-ready/polygrid/last/common	0	0	0	1711384369891	1711384372831	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0 (Edition std-1)	O gráfico de radar apresentou muito menos desafio para analisar e entender as informações, por isso foi o de minha preferência. Isso se deu pela maior facilidade de julgar a questão das cores por meio do radar do que o de barras.
os2	42	19	COMPLETED		18	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/54	2	2	2	1711384373763	1711384388951	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0 (Edition std-1)	O gráfico de radar apresentou muito menos desafio para analisar e entender as informações, por isso foi o de minha preferência. Isso se deu pela maior facilidade de julgar a questão das cores por meio do radar do que o de barras.
os2	42	20	COMPLETED		18	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/53	2	2	3	1711384390266	1711384403969	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0 (Edition std-1)	O gráfico de radar apresentou muito menos desafio para analisar e entender as informações, por isso foi o de minha preferência. Isso se deu pela maior facilidade de julgar a questão das cores por meio do radar do que o de barras.
os2	42	21	COMPLETED		18	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/115	3	3	3	1711384404918	1711384410822	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0 (Edition std-1)	O gráfico de radar apresentou muito menos desafio para analisar e entender as informações, por isso foi o de minha preferência. Isso se deu pela maior facilidade de julgar a questão das cores por meio do radar do que o de barras.
os2	42	22	COMPLETED		18	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/38	1	1	1	1711384411920	1711384416740	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0 (Edition std-1)	O gráfico de radar apresentou muito menos desafio para analisar e entender as informações, por isso foi o de minha preferência. Isso se deu pela maior facilidade de julgar a questão das cores por meio do radar do que o de barras.
os2	42	23	COMPLETED		18	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/51	2	2	2	1711384417678	1711384422764	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0 (Edition std-1)	O gráfico de radar apresentou muito menos desafio para analisar e entender as informações, por isso foi o de minha preferência. Isso se deu pela maior facilidade de julgar a questão das cores por meio do radar do que o de barras.
os2	42	24	COMPLETED		18	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/41	1	1	1	1711384423695	1711384431125	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0 (Edition std-1)	O gráfico de radar apresentou muito menos desafio para analisar e entender as informações, por isso foi o de minha preferência. Isso se deu pela maior facilidade de julgar a questão das cores por meio do radar do que o de barras.
os2	42	25	COMPLETED		18	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/115	3	3	3	1711384431440	1711384434691	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0 (Edition std-1)	O gráfico de radar apresentou muito menos desafio para analisar e entender as informações, por isso foi o de minha preferência. Isso se deu pela maior facilidade de julgar a questão das cores por meio do radar do que o de barras.
os2	42	26	COMPLETED		18	Masculino	Ensino superior incompleto	Ciências Exatas e da Terra	False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/38	1	1	1	1711384434947	1711384437984	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 OPR/107.0.0.0 (Edition std-1)	O gráfico de radar apresentou muito menos desafio para analisar e entender as informações, por isso foi o de minha preferência. Isso se deu pela maior facilidade de julgar a questão das cores por meio do radar do que o de barras.
os2	43	1	ALLOCATED						False	False	TT03	Section 0 - Polygrid  diagram	instruction	/os2/0/instruction/polygrid/first/common	0	0	0	1711386640427	1711386861780		
os2	43	2	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/49	1	1	1	1711386863738	1711386886284		
os2	43	3	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/82	2	2	2	1711386888070	1711386896436		
os2	43	4	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/104	3	3	3	1711386898287	1711386909892		
os2	43	5	ALLOCATED						False	False	TT03	Section 0 - Polygrid  diagram	set-ready	/os2/2/set-ready/polygrid/first/common	0	0	0	1711386910162	1711386916900		
os2	43	6	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/89	2	2	2	1711386918666	1711386928644		
os2	43	7	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/54	2	2	2	1711386930485	1711386941548		
os2	43	8	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/115	3	3	3	1711386943409	1711386953716		
os2	43	9	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/38	1	1	1	1711386955432	1711386961212		
os2	43	10	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/51	2	2	2	1711386963050	1711386980052		
os2	43	11	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/52	2	2		1711386981901			
os2	43	12	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/115	3	3					
os2	43	13	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/38	1	1					
os2	43	14	ALLOCATED						False	False	TT03	Section 1 - Bar Charts diagram	instruction	/os2/4/instruction/barsgrid/last/common	0	0					
os2	43	15	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/49	1	1					
os2	43	16	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/82	2	2					
os2	43	17	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/104	3	3					
os2	43	18	ALLOCATED						False	False	TT03	Section 1 - Bar Charts diagram	set-ready	/os2/6/set-ready/barsgrid/last/common	0	0					
os2	43	19	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/89	2	2					
os2	43	20	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/54	2	2					
os2	43	21	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/115	3	3					
os2	43	22	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/38	1	1					
os2	43	23	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/51	2	2					
os2	43	24	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/52	2	2					
os2	43	25	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/115	3	3					
os2	43	26	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/38	1	1					
os2	44	1	ALLOCATED						False	False	TT03	Section 0 - Bar Charts diagram	instruction	/os2/0/instruction/barsgrid/first/common	0	0		1711387827154			
os2	44	2	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/49	1	1					
os2	44	3	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/82	2	2					
os2	44	4	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/104	3	3					
os2	44	5	ALLOCATED						False	False	TT03	Section 0 - Bar Charts diagram	set-ready	/os2/2/set-ready/barsgrid/first/common	0	0					
os2	44	6	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/89	2	2					
os2	44	7	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/54	2	2					
os2	44	8	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/115	3	3					
os2	44	9	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/38	1	1					
os2	44	10	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/51	2	2					
os2	44	11	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/52	2	2					
os2	44	12	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/115	3	3					
os2	44	13	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/38	1	1					
os2	44	14	ALLOCATED						False	False	TT03	Section 1 - Polygrid  diagram	instruction	/os2/4/instruction/polygrid/last/common	0	0					
os2	44	15	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/49	1	1					
os2	44	16	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/82	2	2					
os2	44	17	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/104	3	3					
os2	44	18	ALLOCATED						False	False	TT03	Section 1 - Polygrid  diagram	set-ready	/os2/6/set-ready/polygrid/last/common	0	0					
os2	44	19	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/89	2	2					
os2	44	20	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/54	2	2					
os2	44	21	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/115	3	3					
os2	44	22	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/38	1	1					
os2	44	23	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/51	2	2					
os2	44	24	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/52	2	2					
os2	44	25	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/115	3	3					
os2	44	26	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/38	1	1					
os2	45	1	ALLOCATED						False	False	TT03	Section 0 - Polygrid  diagram	instruction	/os2/0/instruction/polygrid/first/common	0	0		1711388702919			
os2	45	2	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/49	1	1					
os2	45	3	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/82	2	2					
os2	45	4	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/104	3	3					
os2	45	5	ALLOCATED						False	False	TT03	Section 0 - Polygrid  diagram	set-ready	/os2/2/set-ready/polygrid/first/common	0	0					
os2	45	6	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/23	1	1					
os2	45	7	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/53	2	2					
os2	45	8	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/115	3	3					
os2	45	9	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/38	1	1					
os2	45	10	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/13	1	1					
os2	45	11	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/52	2	2					
os2	45	12	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/115	3	3					
os2	45	13	ALLOCATED						False	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/38	1	1					
os2	45	14	ALLOCATED						False	False	TT03	Section 1 - Bar Charts diagram	instruction	/os2/4/instruction/barsgrid/last/common	0	0					
os2	45	15	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/49	1	1					
os2	45	16	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/82	2	2					
os2	45	17	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/104	3	3					
os2	45	18	ALLOCATED						False	False	TT03	Section 1 - Bar Charts diagram	set-ready	/os2/6/set-ready/barsgrid/last/common	0	0					
os2	45	19	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/23	1	1					
os2	45	20	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/53	2	2					
os2	45	21	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/115	3	3					
os2	45	22	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/38	1	1					
os2	45	23	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/13	1	1					
os2	45	24	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/52	2	2					
os2	45	25	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/115	3	3					
os2	45	26	ALLOCATED						False	False	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/38	1	1					
os2	46	1	ALLOCATED						False	False	TT03	Section 0 - Bar Charts diagram	instruction	/os2/0/instruction/barsgrid/first/common	0	0	0	1711394043714	1711394048236		
os2	46	2	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/49	1	1		1711394049055			
os2	46	3	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/82	2	2					
os2	46	4	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/104	3	3					
os2	46	5	ALLOCATED						False	False	TT03	Section 0 - Bar Charts diagram	set-ready	/os2/2/set-ready/barsgrid/first/common	0	0					
os2	46	6	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/23	1	1					
os2	46	7	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/53	2	2					
os2	46	8	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/115	3	3					
os2	46	9	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/38	1	1					
os2	46	10	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/13	1	1					
os2	46	11	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/52	2	2					
os2	46	12	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/115	3	3					
os2	46	13	ALLOCATED						False	False	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/38	1	1					
os2	46	14	ALLOCATED						False	False	TT03	Section 1 - Polygrid  diagram	instruction	/os2/4/instruction/polygrid/last/common	0	0					
os2	46	15	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/49	1	1					
os2	46	16	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/82	2	2					
os2	46	17	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/104	3	3					
os2	46	18	ALLOCATED						False	False	TT03	Section 1 - Polygrid  diagram	set-ready	/os2/6/set-ready/polygrid/last/common	0	0					
os2	46	19	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/23	1	1					
os2	46	20	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/53	2	2					
os2	46	21	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/115	3	3					
os2	46	22	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/38	1	1					
os2	46	23	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/13	1	1					
os2	46	24	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/52	2	2					
os2	46	25	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/115	3	3					
os2	46	26	ALLOCATED						False	False	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/38	1	1					
os2	47	1	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT03	Section 0 - Polygrid  diagram	instruction	/os2/0/instruction/polygrid/first/common	0	0	0	1711398373412	1711398616558	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
os2	47	2	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/49	1	1	1	1711398617963	1711398625575	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
os2	47	3	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/82	2	2	2	1711398626627	1711398631334	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
os2	47	4	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/104	3	3	3	1711398632405	1711398635480	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
os2	47	5	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT03	Section 0 - Polygrid  diagram	set-ready	/os2/2/set-ready/polygrid/first/common	0	0	0	1711398635774	1711398640317	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
os2	47	6	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/95	2	2	2	1711398641429	1711398650269	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
os2	47	7	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/75	2	2	2	1711398651584	1711398675070	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
os2	47	8	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/115	3	3	3	1711398676379	1711398681367	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
os2	47	9	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/38	1	1	1	1711398682566	1711398685779	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
os2	47	10	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/51	2	2	2	1711398687076	1711398690841	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
os2	47	11	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/98	2	2	2	1711398692005	1711398696792	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
os2	47	12	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/115	3	3	3	1711398697080	1711398699750	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
os2	47	13	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/38	1	1	1	1711398700043	1711398702959	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
os2	47	14	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT03	Section 1 - Bar Charts diagram	instruction	/os2/4/instruction/barsgrid/last/common	0	0	0	1711398704049	1711398765980	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
os2	47	15	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/49	1	1	1	1711398766779	1711398771082	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
os2	47	16	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/82	2	2	2	1711398771894	1711398782665	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
os2	47	17	COMPLETED	masked@email.br	18	Feminino	Ensino médio completo	Ciências Exatas e da Terra	True	False	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/104	3	3	3	1711398783431	1711398787132	Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Mobile Safari/537.36	Os gráficos de radar são mais fáceis para comparação.
