Script	Step	Slot	Task Type	Section	Function	Sample Type	Oracle	Predicted	Value
56	16	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/82	2	2	os2_iris_case_082_polygrid.png
56	17	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/104	3	3	os2_iris_case_104_polygrid.png
56	18	1	TT03	Section 1 - Polygrid  diagram	set-ready	/os2/6/set-ready/polygrid/last/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
56	19	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/75	2	2	os2_iris_case_075_polygrid.png
56	20	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/54	2	2	os2_iris_case_054_polygrid.png
56	21	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/115	3	3	os2_iris_case_115_polygrid.png
56	22	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/38	1	1	os2_iris_case_038_polygrid.png
56	23	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/51	2	2	os2_iris_case_051_polygrid.png
56	24	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/52	2	2	os2_iris_case_052_polygrid.png
56	25	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/115	3	3	os2_iris_case_115_polygrid.png
56	26	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/38	1	1	os2_iris_case_038_polygrid.png
57	1	1	TT03	Section 0 - Polygrid  diagram	instruction	/os2/0/instruction/polygrid/first/common	0	0	audiovisual|https://player.vimeo.com/video/918537658?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
57	2	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/49	1	1	os2_iris_case_049_polygrid.png
57	3	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/82	2	2	os2_iris_case_082_polygrid.png
57	4	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/104	3	3	os2_iris_case_104_polygrid.png
57	5	1	TT03	Section 0 - Polygrid  diagram	set-ready	/os2/2/set-ready/polygrid/first/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
57	6	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/45	1	1	os2_iris_case_045_polygrid.png
57	7	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/23	1	1	os2_iris_case_023_polygrid.png
57	8	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/115	3	3	os2_iris_case_115_polygrid.png
57	9	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/38	1	1	os2_iris_case_038_polygrid.png
57	10	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/13	1	1	os2_iris_case_013_polygrid.png
57	11	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/41	1	1	os2_iris_case_041_polygrid.png
57	12	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/115	3	3	os2_iris_case_115_polygrid.png
57	13	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/38	1	1	os2_iris_case_038_polygrid.png
57	14	1	TT03	Section 1 - Bar Charts diagram	instruction	/os2/4/instruction/barsgrid/last/common	0	0	audiovisual|https://player.vimeo.com/video/918538800?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
57	15	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/49	1	1	os2_iris_case_049_barsgrid.png
57	16	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/82	2	2	os2_iris_case_082_barsgrid.png
57	17	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/104	3	3	os2_iris_case_104_barsgrid.png
57	18	1	TT03	Section 1 - Bar Charts diagram	set-ready	/os2/6/set-ready/barsgrid/last/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
57	19	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/45	1	1	os2_iris_case_045_barsgrid.png
57	20	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/23	1	1	os2_iris_case_023_barsgrid.png
57	21	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/115	3	3	os2_iris_case_115_barsgrid.png
57	22	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/38	1	1	os2_iris_case_038_barsgrid.png
57	23	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/13	1	1	os2_iris_case_013_barsgrid.png
57	24	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/41	1	1	os2_iris_case_041_barsgrid.png
57	25	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/115	3	3	os2_iris_case_115_barsgrid.png
57	26	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/38	1	1	os2_iris_case_038_barsgrid.png
58	1	1	TT03	Section 0 - Bar Charts diagram	instruction	/os2/0/instruction/barsgrid/first/common	0	0	audiovisual|https://player.vimeo.com/video/918538828?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
58	2	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/49	1	1	os2_iris_case_049_barsgrid.png
58	3	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/82	2	2	os2_iris_case_082_barsgrid.png
58	4	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/104	3	3	os2_iris_case_104_barsgrid.png
58	5	1	TT03	Section 0 - Bar Charts diagram	set-ready	/os2/2/set-ready/barsgrid/first/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
58	6	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/45	1	1	os2_iris_case_045_barsgrid.png
58	7	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/23	1	1	os2_iris_case_023_barsgrid.png
58	8	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/115	3	3	os2_iris_case_115_barsgrid.png
58	9	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/38	1	1	os2_iris_case_038_barsgrid.png
58	10	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/13	1	1	os2_iris_case_013_barsgrid.png
58	11	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/41	1	1	os2_iris_case_041_barsgrid.png
58	12	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/115	3	3	os2_iris_case_115_barsgrid.png
58	13	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/38	1	1	os2_iris_case_038_barsgrid.png
58	14	1	TT03	Section 1 - Polygrid  diagram	instruction	/os2/4/instruction/polygrid/last/common	0	0	audiovisual|https://player.vimeo.com/video/918537739?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
58	15	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/49	1	1	os2_iris_case_049_polygrid.png
58	16	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/82	2	2	os2_iris_case_082_polygrid.png
58	17	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/104	3	3	os2_iris_case_104_polygrid.png
58	18	1	TT03	Section 1 - Polygrid  diagram	set-ready	/os2/6/set-ready/polygrid/last/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
58	19	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/45	1	1	os2_iris_case_045_polygrid.png
58	20	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/23	1	1	os2_iris_case_023_polygrid.png
58	21	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/115	3	3	os2_iris_case_115_polygrid.png
58	22	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/38	1	1	os2_iris_case_038_polygrid.png
58	23	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/13	1	1	os2_iris_case_013_polygrid.png
58	24	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/41	1	1	os2_iris_case_041_polygrid.png
58	25	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/115	3	3	os2_iris_case_115_polygrid.png
58	26	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/38	1	1	os2_iris_case_038_polygrid.png
59	1	1	TT03	Section 0 - Polygrid  diagram	instruction	/os2/0/instruction/polygrid/first/common	0	0	audiovisual|https://player.vimeo.com/video/918537658?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
59	2	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/49	1	1	os2_iris_case_049_polygrid.png
59	3	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/82	2	2	os2_iris_case_082_polygrid.png
59	4	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/104	3	3	os2_iris_case_104_polygrid.png
59	5	1	TT03	Section 0 - Polygrid  diagram	set-ready	/os2/2/set-ready/polygrid/first/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
59	6	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/89	2	2	os2_iris_case_089_polygrid.png
59	7	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/53	2	2	os2_iris_case_053_polygrid.png
59	8	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/115	3	3	os2_iris_case_115_polygrid.png
59	9	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/38	1	1	os2_iris_case_038_polygrid.png
59	10	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/126	3	3	os2_iris_case_126_polygrid.png
59	11	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/118	3	3	os2_iris_case_118_polygrid.png
59	12	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/115	3	3	os2_iris_case_115_polygrid.png
59	13	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/38	1	1	os2_iris_case_038_polygrid.png
59	14	1	TT03	Section 1 - Bar Charts diagram	instruction	/os2/4/instruction/barsgrid/last/common	0	0	audiovisual|https://player.vimeo.com/video/918538800?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
59	15	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/49	1	1	os2_iris_case_049_barsgrid.png
59	16	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/82	2	2	os2_iris_case_082_barsgrid.png
59	17	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/104	3	3	os2_iris_case_104_barsgrid.png
59	18	1	TT03	Section 1 - Bar Charts diagram	set-ready	/os2/6/set-ready/barsgrid/last/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
59	19	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/89	2	2	os2_iris_case_089_barsgrid.png
59	20	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/53	2	2	os2_iris_case_053_barsgrid.png
59	21	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/115	3	3	os2_iris_case_115_barsgrid.png
59	22	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/38	1	1	os2_iris_case_038_barsgrid.png
59	23	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/126	3	3	os2_iris_case_126_barsgrid.png
59	24	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/118	3	3	os2_iris_case_118_barsgrid.png
59	25	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/115	3	3	os2_iris_case_115_barsgrid.png
59	26	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/38	1	1	os2_iris_case_038_barsgrid.png
60	1	1	TT03	Section 0 - Bar Charts diagram	instruction	/os2/0/instruction/barsgrid/first/common	0	0	audiovisual|https://player.vimeo.com/video/918538828?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
60	2	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/49	1	1	os2_iris_case_049_barsgrid.png
60	3	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/82	2	2	os2_iris_case_082_barsgrid.png
60	4	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/104	3	3	os2_iris_case_104_barsgrid.png
60	5	1	TT03	Section 0 - Bar Charts diagram	set-ready	/os2/2/set-ready/barsgrid/first/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
60	6	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/89	2	2	os2_iris_case_089_barsgrid.png
60	7	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/53	2	2	os2_iris_case_053_barsgrid.png
60	8	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/115	3	3	os2_iris_case_115_barsgrid.png
60	9	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/38	1	1	os2_iris_case_038_barsgrid.png
60	10	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/126	3	3	os2_iris_case_126_barsgrid.png
60	11	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/118	3	3	os2_iris_case_118_barsgrid.png
60	12	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/115	3	3	os2_iris_case_115_barsgrid.png
60	13	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/38	1	1	os2_iris_case_038_barsgrid.png
60	14	1	TT03	Section 1 - Polygrid  diagram	instruction	/os2/4/instruction/polygrid/last/common	0	0	audiovisual|https://player.vimeo.com/video/918537739?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
60	15	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/49	1	1	os2_iris_case_049_polygrid.png
60	16	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/82	2	2	os2_iris_case_082_polygrid.png
60	17	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/104	3	3	os2_iris_case_104_polygrid.png
60	18	1	TT03	Section 1 - Polygrid  diagram	set-ready	/os2/6/set-ready/polygrid/last/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
60	19	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/89	2	2	os2_iris_case_089_polygrid.png
60	20	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/53	2	2	os2_iris_case_053_polygrid.png
60	21	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/115	3	3	os2_iris_case_115_polygrid.png
60	22	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/38	1	1	os2_iris_case_038_polygrid.png
60	23	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/126	3	3	os2_iris_case_126_polygrid.png
60	24	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/118	3	3	os2_iris_case_118_polygrid.png
60	25	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/115	3	3	os2_iris_case_115_polygrid.png
60	26	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/38	1	1	os2_iris_case_038_polygrid.png
61	1	1	TT03	Section 0 - Polygrid  diagram	instruction	/os2/0/instruction/polygrid/first/common	0	0	audiovisual|https://player.vimeo.com/video/918537658?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
61	2	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/49	1	1	os2_iris_case_049_polygrid.png
61	3	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/82	2	2	os2_iris_case_082_polygrid.png
61	4	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/104	3	3	os2_iris_case_104_polygrid.png
61	5	1	TT03	Section 0 - Polygrid  diagram	set-ready	/os2/2/set-ready/polygrid/first/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
61	6	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/75	2	2	os2_iris_case_075_polygrid.png
61	7	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/84	2	3	os2_iris_case_084_polygrid.png
61	8	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/115	3	3	os2_iris_case_115_polygrid.png
61	9	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/38	1	1	os2_iris_case_038_polygrid.png
61	10	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/51	2	2	os2_iris_case_051_polygrid.png
61	11	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/98	2	2	os2_iris_case_098_polygrid.png
61	12	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/115	3	3	os2_iris_case_115_polygrid.png
61	13	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/repeat/38	1	1	os2_iris_case_038_polygrid.png
61	14	1	TT03	Section 1 - Bar Charts diagram	instruction	/os2/4/instruction/barsgrid/last/common	0	0	audiovisual|https://player.vimeo.com/video/918538800?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
61	15	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/49	1	1	os2_iris_case_049_barsgrid.png
61	16	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/82	2	2	os2_iris_case_082_barsgrid.png
61	17	1	TT04	Section 1 - Bar Charts diagram	warmup	/os2/5/warmup/barsgrid/last/common/104	3	3	os2_iris_case_104_barsgrid.png
61	18	1	TT03	Section 1 - Bar Charts diagram	set-ready	/os2/6/set-ready/barsgrid/last/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
61	19	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/75	2	2	os2_iris_case_075_barsgrid.png
61	20	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/left/84	2	3	os2_iris_case_084_barsgrid.png
61	21	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/115	3	3	os2_iris_case_115_barsgrid.png
61	22	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/common/38	1	1	os2_iris_case_038_barsgrid.png
61	23	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/51	2	2	os2_iris_case_051_barsgrid.png
61	24	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/right/98	2	2	os2_iris_case_098_barsgrid.png
61	25	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/115	3	3	os2_iris_case_115_barsgrid.png
61	26	1	TT04	Section 1 - Bar Charts diagram	go	/os2/7/go/barsgrid/last/repeat/38	1	1	os2_iris_case_038_barsgrid.png
62	1	1	TT03	Section 0 - Bar Charts diagram	instruction	/os2/0/instruction/barsgrid/first/common	0	0	audiovisual|https://player.vimeo.com/video/918538828?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
62	2	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/49	1	1	os2_iris_case_049_barsgrid.png
62	3	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/82	2	2	os2_iris_case_082_barsgrid.png
62	4	1	TT04	Section 0 - Bar Charts diagram	warmup	/os2/1/warmup/barsgrid/first/common/104	3	3	os2_iris_case_104_barsgrid.png
62	5	1	TT03	Section 0 - Bar Charts diagram	set-ready	/os2/2/set-ready/barsgrid/first/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
62	6	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/75	2	2	os2_iris_case_075_barsgrid.png
62	7	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/left/84	2	3	os2_iris_case_084_barsgrid.png
62	8	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/115	3	3	os2_iris_case_115_barsgrid.png
62	9	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/common/38	1	1	os2_iris_case_038_barsgrid.png
62	10	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/51	2	2	os2_iris_case_051_barsgrid.png
62	11	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/right/98	2	2	os2_iris_case_098_barsgrid.png
62	12	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/115	3	3	os2_iris_case_115_barsgrid.png
62	13	1	TT04	Section 0 - Bar Charts diagram	go	/os2/3/go/barsgrid/first/repeat/38	1	1	os2_iris_case_038_barsgrid.png
62	14	1	TT03	Section 1 - Polygrid  diagram	instruction	/os2/4/instruction/polygrid/last/common	0	0	audiovisual|https://player.vimeo.com/video/918537739?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
62	15	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/49	1	1	os2_iris_case_049_polygrid.png
62	16	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/82	2	2	os2_iris_case_082_polygrid.png
62	17	1	TT04	Section 1 - Polygrid  diagram	warmup	/os2/5/warmup/polygrid/last/common/104	3	3	os2_iris_case_104_polygrid.png
62	18	1	TT03	Section 1 - Polygrid  diagram	set-ready	/os2/6/set-ready/polygrid/last/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
62	19	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/75	2	2	os2_iris_case_075_polygrid.png
62	20	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/left/84	2	3	os2_iris_case_084_polygrid.png
62	21	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/115	3	3	os2_iris_case_115_polygrid.png
62	22	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/common/38	1	1	os2_iris_case_038_polygrid.png
62	23	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/51	2	2	os2_iris_case_051_polygrid.png
62	24	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/right/98	2	2	os2_iris_case_098_polygrid.png
62	25	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/115	3	3	os2_iris_case_115_polygrid.png
62	26	1	TT04	Section 1 - Polygrid  diagram	go	/os2/7/go/polygrid/last/repeat/38	1	1	os2_iris_case_038_polygrid.png
63	1	1	TT03	Section 0 - Polygrid  diagram	instruction	/os2/0/instruction/polygrid/first/common	0	0	audiovisual|https://player.vimeo.com/video/918537658?badge=0&amp;autopause=0&amp;player_id=0&amp;app_id=58479
63	2	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/49	1	1	os2_iris_case_049_polygrid.png
63	3	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/82	2	2	os2_iris_case_082_polygrid.png
63	4	1	TT04	Section 0 - Polygrid  diagram	warmup	/os2/1/warmup/polygrid/first/common/104	3	3	os2_iris_case_104_polygrid.png
63	5	1	TT03	Section 0 - Polygrid  diagram	set-ready	/os2/2/set-ready/polygrid/first/common	0	0	textual|Muito bem! Agora que você praticou com alguns espécimes típicos, queremos que você classifique mais 8 espécimes que podem ser mais difíceis de classificar.||Clique no botão continuar quando você estiver pronto para começar.
63	6	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/95	2	2	os2_iris_case_095_polygrid.png
63	7	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/left/53	2	2	os2_iris_case_053_polygrid.png
63	8	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/115	3	3	os2_iris_case_115_polygrid.png
63	9	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/common/38	1	1	os2_iris_case_038_polygrid.png
63	10	1	TT04	Section 0 - Polygrid  diagram	go	/os2/3/go/polygrid/first/right/52	2	2	os2_iris_case_052_polygrid.png
